name,phone,address,website,rating,user_ratings_total
"Stones Residential Belsize Park","020 7483 0685","5 Adelaide Rd, Chalk Farm, London NW3 3QE, United Kingdom","http://www.stonesresidential.co.uk/",4,53
"London Homes Property Limited","020 8128 4401","Homes Property Limited, 16 Upper Woburn Pl, London WC1H 0AF, United Kingdom","http://uklondonhomes.com/",4.6,21
"London Land and New Homes Limited","020 3515 0023","Argyle Works, 29-31 Euston Rd., London NW1 2SD, United Kingdom","https://www.llnh.co.uk/",4.1,10
"The Camden Collection","","Camden Town Hall, Judd St, London WC1H 9JE, United Kingdom","http://thecamdencollection.co.uk/","",""
"Camden Gateway","020 7428 1990","Camden Gateway, 349 Royal College St, London NW1 9QS, United Kingdom","https://camdengateway.spaces.nexudus.com/",4.8,32
"Gravity Co Camden Town","020 8163 2343","Ground Floor, 31 Kentish Town Rd, London NW1 8NL, United Kingdom","https://gravitycoliving.com/location/camden-town/?utm_source=google&utm_medium=local&utm_campaign=gravityco-camden-town",4.5,8
"Beaufort Estates","020 3892 8529","85-87 Bayham St, London NW1 0AG, United Kingdom","",3,8
"Oldfield Estate","","54 Fitzroy Rd, London NW1 8UA, United Kingdom","",4,6
"Novello Chartered Surveyors - Camden","020 8064 1749","85-87 Bayham St, London NW1 0AG, United Kingdom","https://novellosurveyors.co.uk/",4.9,57
"JLL Greenwich Real Estate","020 8463 6759","22 College Approach, London SE10 9HY, United Kingdom","https://www.jll.com/en-uk/locations/london",4.8,470
"Winkworth Greenwich Estate Agents","020 3053 3033","279, 283 Greenwich High Rd, London SE10 8NB, United Kingdom","http://www.winkworth.co.uk/estate-agents/greenwich",4.8,237
"Felicity J. Lord Estate Agents Greenwich","020 4512 8379","27 Greenwich S St, London SE10 8NT, United Kingdom","https://www.fjlord.co.uk/branch-finder/greenwich/estate-agents-greenwich/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU4NzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.9,294
"Hamptons Estate and Letting Agents Greenwich","020 4584 3462","191 Greenwich High Rd, London SE10 8JA, United Kingdom","https://www.hamptons.co.uk/branch/estate-agents/greenwich",4.8,196
"Marsh & Parsons Greenwich Estate Agents","020 8312 8312","221 Greenwich High Rd, London SE10 8NB, United Kingdom","https://www.marshandparsons.co.uk/",4.9,607
"Life Residential Greenwich","020 8418 3609","6 Victoria Parade, London SE10 9FR, United Kingdom","https://liferesidential.co.uk/contact-us/greenwich-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=greenwich",4.7,489
"Foxtons Greenwich Estate Agents","020 8879 2179","326-328 Creek Rd, London SE10 9SW, United Kingdom","https://www.foxtons.co.uk/contact/foxtons_greenwich_estate_agents.html?utm_campaign=Foxtons+Greenwich+Estate+Agents&utm_medium=google_gmb&utm_source=Localistico_business_listing",4.6,285
"Dexters Greenwich Estate Agents","020 8815 2215","275 Greenwich High Rd, London SE10 8NF, United Kingdom","https://www.dexters.co.uk/contact-us/our-offices/dexters-greenwich-estate-agents",4.7,163
"Greenwich Peninsula Sales and Lettings","020 3770 2257","Gateway Pavilion, Peninsula Square, London SE10 0SQ, United Kingdom","https://www.greenwichpeninsulaliving.co.uk/",4.7,257
"John Payne Greenwich Estate Agents","020 8858 9911","227 Greenwich High Rd, London SE10 8NB, United Kingdom","https://www.acorngroup.co.uk/johnpayne/our-offices/estate-agents-in-greenwich?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_greenwich",4.7,177
"John Payne East Greenwich Estate Agents","020 3846 1414","11, 15 Woolwich Rd, London SE10 0RA, United Kingdom","https://www.acorngroup.co.uk/johnpayne/our-offices/estate-agents-in-greenwich-east?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_greenwich_east",4.8,302
"Winkworth Blackheath Estate Agents","020 8852 0999","5 Blackheath Village, Blackheath, London SE3 9LA, United Kingdom","http://www.winkworth.co.uk/estate-agents/blackheath",4.7,228
"jdm Estate Agents Greenwich","020 7394 1160","147 Trafalgar Rd, London SE10 9TX, United Kingdom","https://www.jdmestateagents.com/our-offices/greenwich",4.9,96
"jdm Estate Agents Blackheath","020 8463 0091","36 Montpelier Vale, Blackheath, London SE3 0TA, United Kingdom","http://www.jdmestateagents.com/",4.9,215
"1st Avenue","020 8293 8600","128, Metcalfe Court, W Parkside, London SE10 0EL, United Kingdom","https://1stavenue.co.uk/",4.4,538
"Truepenny's Property Consultants Greenwich","020 8858 9595","38 King William Walk, London SE10 9HU, United Kingdom","http://truepennys.com/",4.3,171
"John Payne Blackheath Standard Estate Agents","020 8858 6101","11 Stratheden Parade, Blackheath, London SE3 7SX, United Kingdom","https://www.acorngroup.co.uk/johnpayne/our-offices/estate-agents-in-blackheath-standard?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_blackheath_standard",4.9,148
"Chase Evans Estate & Letting Agents - Greenwich","020 8853 8979","279 Creek Rd, London SE10 9EJ, United Kingdom","https://www.chaseevans.com/branch-finder/greenwich/?utm_source=google&utm_medium=local&utm_campaign=gmb&utm_term=greenwich",4.5,257
"Your Move Estate Agents Blackheath","020 8853 2222","186 Westcombe Hill, London SE3 7DH, United Kingdom","https://www.your-move.co.uk/estate-agent/blackheath?utm_source=google_my_business&utm_medium=organic&utm_campaign=YMSE37DH",4.4,115
"John Payne Blackheath Village Estate Agents","020 8318 1311","1 Montpelier Vale, Blackheath, London SE3 0TA, United Kingdom","https://www.acorngroup.co.uk/johnpayne/our-offices/estate-agents-in-blackheath?utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_blackheath",4.8,190
"JLL Canary Wharf Real Estate","020 7715 9700","11 Westferry Circus, London E14 4HD, United Kingdom","https://residential.jll.co.uk/offices/estate-agent-canary-wharf",4.7,472
"Kinleigh Folkard & Hayward Blackheath Estate & Lettings Agents","020 3792 1003","25-27 Montpelier Vale, Blackheath, London SE3 0TJ, United Kingdom","https://www.kfh.co.uk/branches/blackheath/",4.9,682
"Eldridge Estates","020 8854 6732","39 Woolwich Rd, London SE10 0RA, United Kingdom","http://www.eldridgeestates.co.uk/",4.9,110
"Hamptons Estate and Letting Agents Blackheath","020 4584 3449","46 Tranquil Vale, Blackheath, London SE3 0BD, United Kingdom","https://www.hamptons.co.uk/branch/estate-agents/blackheath",4.6,109
"Huttons & Partners","020 3488 0180","Sierra Quebec Bravo, 77 Marsh Wall, London E14 9SH, United Kingdom","http://www.huttonsandpartners.com/",4.9,219
"Benham & Reeves - Surrey Quays Estate Agents","020 7740 3050","Unit B, Cadmus Court, Marine Wharf, Seafarer Way, London SE16 7DW, United Kingdom","https://www.benhams.com/estate-agents/surrey-quays/?utm_source=gmb&utm_medium=seo&utm_campaign=Surrey-Quays",4.7,137
"Robinson Jackson Lewisham Estate Agents","020 8297 8777","27 Lewis Grove, London SE13 6BG, United Kingdom","https://www.robinson-jackson.com/contact-us/offices/lewisham-estate-agents?utm_source=LocalMaps&utm_medium=GMB&utm_campaign=lewisham",4.9,197
"Felicity J. Lord Lettings Agents Greenwich","020 4512 8379","3 Greenwich S St, London SE10 8NW, United Kingdom","https://www.fjlord.co.uk/branch-finder/greenwich/letting-agents-greenwich/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU4NzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.8,283
"Real Estate Agents London","020 7055 0441","75A Barking Rd, London E16 4HB, United Kingdom","https://realestateagentslondon.co.uk/",4.8,400
"Madison Brook, Lewisham","020 3946 6200","43 Loampit Vale, London SE13 7FT, United Kingdom","http://www.madisonbrook.com/",4.7,220
"Barrain London Canary Wharf Estate Agents","020 3780 7991","6 Millharbour, Watergate Walk, London E14 9XH, United Kingdom","https://barrain.co.uk/",5,127
"Brown & Brooke","020 8858 0200","184 Westcombe Hill, London SE3 7DH, United Kingdom","http://www.brownandbrooke.co.uk/",4.1,35
"Chanin Estates","020 7100 0888","Unit 1, 17 Pepper St, London E14 9RP, United Kingdom","http://www.chaninestates.com/",4.4,121
"Strickland | South East London Estate Agents","020 8012 7928","Brookmill Rd, London SE8 4HR, United Kingdom","https://stricklandproperty.com/",5,206
"Knight Frank Canary Wharf Estate Agents","020 7512 9966","30 Churchill Pl, London E14 5RE, United Kingdom","https://www.knightfrank.co.uk/offices/canary-wharf-estate-agents?utm_source=gmb&utm_medium=organic&utm_campaign=yext_office_listing&utm_content=canary_wharf_estate_agents_listing&y_source=1_MTEwNjU3NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.8,339
"Chase Evans Estate & Letting Agents - Docklands","020 7510 8444","St. David's Square, 320 Westferry Rd, London E14 3QL, United Kingdom","https://www.chaseevans.com/branch-finder/docklands/?utm_source=google&utm_medium=local&utm_campaign=gmb&utm_term=docklands",4.1,260
"Alex Neil Estate Agents","020 7537 9859","2 Westferry Rd, London E14 8JT, United Kingdom","https://www.alexneil.com/canary-wharf-and-docklands",4.6,350
"Chase Evans Estate & Letting Agents - Canary Wharf","020 7515 1000","15 Hertsmere Rd, London E14 4AW, United Kingdom","https://www.chaseevans.com/branch-finder/canary-wharf/?utm_source=google&utm_medium=local&utm_campaign=gmb&utm_term=canary_wharf",4.6,727
"Dexters Canary Wharf Estate Agents","020 7517 1190","39 Westferry Rd, London E14 8JH, United Kingdom","https://www.dexters.co.uk/contact-us/our-offices/canary-wharf",4.8,1249
"Marsh & Parsons Charlton Estate Agents","020 8293 0454","46 Charlton Church Ln, London SE7 7AB, United Kingdom","https://www.marshandparsons.co.uk/",4.8,293
"Felicity J. Lord Estate Agents Blackheath Village","020 4512 8380","23 Tranquil Vale, Blackheath, London SE3 0BU, United Kingdom","https://www.fjlord.co.uk/branch-finder/blackheath-village/estate-agents-blackheath-village/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU4NTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.8,823
"Samuel King Estate Agents","020 7474 6000","Londis Supermarket, 143 Barking Rd, London E16 4HQ, United Kingdom","http://www.samuelking.co.uk/",3.9,52
"London Estate Agents | PropertyLoop","020 8989 7566","30 Churchill Pl, London E14 5EU, United Kingdom","http://www.propertyloop.co.uk/search",4.5,350
"One Stop Estates","020 8858 3210","216 Woolwich Rd, London SE7 7QU, United Kingdom","http://onestopestates.com/",4.2,38
"The Waterman","","5 Tidemill Sq, London SE10 0UE, United Kingdom","https://www.greenwichpeninsula.co.uk/property/the-waterman/",4.6,10
"Savills Canary Wharf Estate Agents","020 7531 2500","20 Canada Square, London E14 5NN, United Kingdom","https://www.savills.co.uk/contact-us/office.aspx?page=1&countrySiteId=3197&sectorId=&sortOrder=asc&nameSearchValue=&lon=&lat=&location=",4.8,348
"Chase Evans Estate & Letting Agents - Pan Peninsula","020 7536 7900","Pan Peninsula, 1 Millharbour, London E14 9XP, United Kingdom","https://www.chaseevans.com/branch-finder/pan-peninsula/?utm_source=google&utm_medium=local&utm_campaign=gmb&utm_term=pan_peninsula",4.5,317
"Union Wharf","0800 210 0200","London SE8 3GT, United Kingdom","https://www.essentialliving.co.uk/developments/union-wharf/",3.8,34
"Felicity J. Lord Estate and Lettings Agents Canary Wharf","020 4512 8383","22-23 Harbour Exchange Square, London E14 9GE, United Kingdom","https://www.fjlord.co.uk/branch-finder/canary-wharf/estate-agents-canary-wharf/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU4NjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.8,800
"Life Residential Royal Wharf","020 3846 3311","16 Royal Crest Ave., London E16 2TQ, United Kingdom","https://liferesidential.co.uk/contact-us/royal-wharf-estate-agents/?utm_source=gmb&utm_medium=organic&utm_campaign=royal-wharf",4.6,556
"Southley","020 7846 0098","53 Banning St, London SE10 0NZ, United Kingdom","",5,2
"Domeview Properties","020 7476 9822","F47, Expressway Studios, 1 Dock Rd, London E16 1AH, United Kingdom","http://www.domeviewproperties.com/",4.3,27
"Chestertons Canary Wharf","020 7510 8310","28 Harbour Exchange Square, London E14 9GE, United Kingdom","http://www.chestertons.co.uk/london-estate-agent/canary-wharf/?utm_source=Google&utm_medium=Local",4.3,437
"Foxtons Blackheath Estate Agents","020 8432 7200","9 Lee Rd, Blackheath, London SE3 9RQ, United Kingdom","https://www.foxtons.co.uk/contact/foxtons_blackheath_estate_agents.html?utm_campaign=Foxtons+Blackheath+Estate+Agents&utm_medium=google_gmb&utm_source=Localistico_business_listing",4.7,310
"JOHNS&CO","020 7118 0200","70 Marsh Wall, London E14 9SL, United Kingdom","http://www.johnsand.co/",4.3,172
"Marsh & Parsons Greenwich Letting Agents","020 8815 2230","330 Creek Rd, London SE10 9SW, United Kingdom","https://www.marshandparsons.co.uk/",5,2
"Landmark Office Space - Greenwich","020 3440 5000","6 Mitre Passage, London SE10 0ER, United Kingdom","https://www.landmarkspace.co.uk/locations/london-greenwich-peninsula/?utm_source=gmb&utm_medium=organic",4.4,39
"Property Matters (London) Ltd","020 7538 0102","17-19 Amsterdam Rd, London E14 3UU, United Kingdom","http://www.propertymatters.co.uk/",4.9,72
"Knight Dragon","020 3713 6100","level 9, 6 Mitre Passage, London SE10 0ER, United Kingdom","http://knightdragon.com/",4.1,57
"Benham & Reeves - Canary Wharf Estate Agents","020 8036 3200","Unit 1, Blake House, Admirals Way, London E14 9UJ, United Kingdom","https://www.benhams.com/estate-agents/canary-wharf/?utm_source=gmb&utm_medium=seo&utm_campaign=Canary-Wharf",4.7,189
"Castles Estate Agents Hackney","020 8985 0106","Castles Estate Agents, 44 Lower Clapton Rd, Lower Clapton, London E5 0RN, United Kingdom","https://www.castles.london/locations/hackney",4.9,233
"Flats & Houses","020 8880 0909","24 Stamford Hill, London N16 6XZ, United Kingdom","http://www.flatsorhouses.com/",4.9,291
"Love Living Hackney","020 3005 2600","Studio 74, Containerville, 1 Emma St, London E2 9FP, United Kingdom","http://www.loveliving.uk/",4.9,115
"Dexters Hackney Estate Agents","020 7247 2440","10 Broadway Market, London E8 4QJ, United Kingdom","https://www.dexters.co.uk/contact-us/our-offices/hackney",4.9,829
"Winkworth Hackney Estate Agents","020 8986 4216","17 Lower Clapton Rd, Lower Clapton, London E5 0NS, United Kingdom","http://www.winkworth.co.uk/estate-agents/hackney",4.9,192
"Savills Victoria Park Estate Agents","020 3222 5555","81 Lauriston Rd, London E9 7HJ, United Kingdom","https://www.savills.co.uk/contact-us/office.aspx?page=1&countrySiteId=3197&sectorId=&sortOrder=asc&nameSearchValue=&lon=&lat=&location=",4.9,183
"Easthaus","020 3176 1270","Ground Floor, 30c King Edward's Rd, London E9 7SF, United Kingdom","http://www.easthaus.co.uk/",4.9,148
"Foxtons Hackney Estate Agents","020 7386 6565","302, 304 Mare St, London E8 1HA, United Kingdom","https://www.foxtons.co.uk/contact/foxtons_hackney_estate_agents.html?utm_campaign=Foxtons+Hackney+Estate+Agents&utm_medium=google_gmb&utm_source=Localistico_business_listing",4.6,276
"Courtneys Estate Agents East London","020 7275 8000","544 Kingsland Rd, London E8 4AH, United Kingdom","http://www.courtneys-estates.com/",4.9,271
"Felicity J. Lord Estate Agents Hackney","020 3794 3902","310 Mare St, London E8 1EJ, United Kingdom","https://www.fjlord.co.uk/branch-finder/hackney/estate-agents-hackney/?utm_source=organic_gmb&utm_medium=organic&referrer=organic_gmb&y_source=1_MzQ0NjU4NzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D",4.8,547
"Dexters Hackney Central Estate Agents","020 7067 2420","331 Mare St, London E8 1HY, United Kingdom","https://www.dexters.co.uk/contact-us/our-offices/dexters-hackney-central-estate-agents",4.8,149
"Rayners","020 8986 4415","2b Median Rd, Lower Clapton, London E5 0PL, United Kingdom","http://www.rayners.com/",4.9,206
"Kings Group - Hackney Estate Agents","020 8510 0808","326 Mare St, London E8 1HA, United Kingdom","http://www.kings-group.net/",4.6,89
"Savills","020 7241 4111","305 Kingsland Rd, London E8 4EG, United Kingdom","https://www.savills.co.uk/estate-agents/savills-hackney-kingsland-road.aspx?utm_source=Google&utm_medium=Local&utm_campaign=Hackney-Kingsland-Road",4.8,157
"LOCUS ESTATES HACKNEY","020 7249 2004","4 Stoke Newington High St, London N16 7PL, United Kingdom","http://www.locusestates.com/",4.8,154
"Location Location Stoke Newington","020 7923 9222","18 Stoke Newington Church St, London N16 0LU, United Kingdom","http://www.locationlocation.com/",4.9,926
"Storeys - Estate & Letting Agents In Hackney","020 7096 0666","77, Containerville, 1 Emma St, London E2 9FP, United Kingdom","https://www.storeys.co/",4.8,513
"Rooted","020 8016 4895","63 Lower Clapton Rd, Lower Clapton, London E5 0NS, United Kingdom","http://www.rootedhomes.co.uk/",5,90
"BW of Hackney","020 7275 7177","Unit 5, 6 Westgate St, London E8 3RN, United Kingdom","http://www.bwofhackney.co.uk/",4.7,43
"Blakestanley","020 7254 7554","11-13a Broadway Market, London E8 4PH, United Kingdom","http://www.blakestanley.co.uk/",3.9,69
"Keatons Hackney Estate Agents","020 8525 7788","336 Mare St, London E8 1HA, United Kingdom","https://www.keatons.com/",4.5,125
"Unique Property Company","","54 Poland St, London W1F 7NJ, United Kingdom","http://uniquepropertycompany.co.uk/",4.9,119
"Wild & Co Property Services Ltd","020 8986 2298","111 Lower Clapton Rd, Lower Clapton, London E5 0NP, United Kingdom","http://wildandco.uk/",4.4,58
"Knight Bishop Estate Agents","020 3773 1221","Studio's, Studio G06, 203-213 Mare St, London E8 3JS, United Kingdom","http://www.knightbishop.co.uk/",4.4,91
"Findlay Property","020 7254 9444","73 Broadway Market, London E8 4PH, United Kingdom","http://www.findprop.co.uk/",4.8,67
"The Stow Brothers","020 8520 3077","5 Amhurst Rd, London E8 1LL, United Kingdom","https://www.stowbrothers.com/",5,82
"Home Key Estates","020 3137 4994","1a Windus Rd, London N16 6UP, United Kingdom","https://homekeyestates.co.uk/",4.9,124
"Dimension Estates Ltd","020 8510 9290","148 Lower Clapton Rd, Lower Clapton, London E5 0QJ, United Kingdom","http://www.dimensionestates.co.uk/",4.3,248
"Sovereign House Estate & Letting Agents Hackney","020 8985 5800","213 Victoria Park Rd, London E9 7HD, United Kingdom","https://www.sovereign-house.com/contact-us/hackney-estate-agents/?utm_source=localmaps&utm_medium=gmb&utm_campaign=Hackney",4.5,110
"Stirling Ackroyd Estate Agents Hackney","020 3917 8226","338 Mare St, London E8 1HA, United Kingdom","https://www.stirlingackroyd.com/our-branches/hackney/?tel=3&utm_source=localmaps&utm_medium=gbp&utm_campaign=gmb_hackney",4.7,245
"JLL Finsbury Park Real Estate","020 3147 1964","Parkway Apartments, Woodberry Park, Woodberry Down, London N4 2BL, United Kingdom","https://residential.jll.co.uk/offices/estate-agent-finsbury-park",4.8,310
"Holimpia Hackney Letting Agent","020 3633 8892","Laundry Studios with Oneder, 2 Warburton Rd, London E8 3RT, United Kingdom","http://www.holimpia.co.uk/",4.9,166
"Amar Mustafa - The REAL Estate Agent","020 3150 5007","47a Chatsworth Rd, Lower Clapton, London E5 0LH, United Kingdom","https://therealagent.co.uk/",5,51
"Keatons Hackney Lettings Estate Agents","020 8525 7788","32 Chatsworth Rd, Lower Clapton, London E5 0LP, United Kingdom","https://www.keatons.com/offices/hackney-chatsworth-road/",4.9,54
"Filey Properties Hackney","020 7254 4444","22 Stoke Newington Church St, London N16 0LU, United Kingdom","http://www.fileyproperties.com/",4.5,213
"bigmove estate agents","020 8986 7373","93 Lower Clapton Rd, Lower Clapton, London E5 0NP, United Kingdom","http://www.bigmove.uk.com/",4.5,130
