name,phone,address,website,rating,user_ratings_total
"Yasanir Emlak","(0232) 339 05 06","Manavkuyu, Mustafa Kemal Cd. No 149/1 D:6, Bayraklı","",3.5,14
"Bornova Gayrimenkul","0532 391 92 98","Mansuroğlu, Sakarya Cd. No:49 D:1, Bayraklı","",3.2,26
"Reis Emlak","0532 635 56 25","Yeşilova, Abdi İpekçi Cd. No 92, Bornova","",5,3
"Turyap Bornova Temsilciliği","0532 634 61 41","Ankara caddesi 283 sokak No:1 K:1, Kazımdirik, Bornova","http://turyap.com.tr/bornova",4.5,86
"Gör-Al Emlak","(0232) 388 32 18","Kazımdirik, Mustafa Kemal Cd. No:127/A, Bornova","https://goralemlakbornova.sahibinden.com/",4.2,14
"Şule Çimtosun- Turyap Bornova Gayrimenkul Danışmanı","0532 443 21 03","Kazımdirik, Ankara Cd. 283 Sok No:1 K1 D:11, Bornova","https://turyapbornova.sahibinden.com/",5,24
"bayraklı izmir mira emlak","(0232) 462 26 00","Ata Plaza, Mansuroğlu, 286/1. Sk. No :16, Bayraklı","",5,4
"Di-Ma Emlak","(0232) 469 36 61","Zafer, 4295. Sk. 17/A, Bornova","",4.3,15
"Ant Emlak","0553 281 26 50","Kazımdirik, Fatih Sultan Mehmet Cd. No:18/C, Bornova","",4.3,24
"Boranem Gayrimenkul Evka-3 | Evka 3'te Emlak Ofisi | Bornova Emlak Ofisi | Evka 3 Gayrimenkul | Bornova Gayrimenkul","0533 365 29 08","Evka 3, 121/4 sok, Çıtak Sitesi No:3/b, Bornova","https://www.boranemgayrimenkul.com/",4.6,29
"Zafer Emlak Bürosu","(0232) 347 72 62","Kazımdirik, 225. Sk. No: 10/G, Bornova","https://iyifirma.com/zafer-emlak-bornova/",4.6,8
"Öz Çamlar Gayrimenkul","0535 968 70 60","Evka 4, 1035. Sk. No:8/B D:52 blok, Bornova","",4.8,6
"Sabri Cengiz Emlak Danışmanlığı","(0232) 374 60 65","Erzene, 75. Sk. No:17/B, Bornova","",3.9,26
"Karyel Emlak","0554 817 50 00","Mansuroğlu, 286. Sk. NO:16/1A H2 BLOK, Bayraklı","",4.8,25
"Turker Emlak","0533 669 10 90","Mansuroğlu, 263. Sk. 17/A, Bayraklı","",4.5,17
"Ozsari Emlak","(0232) 343 80 00","Atatürk, Ziya Gökalp Cd. 103 a, Bornova","http://www.ozsariemlak.com.tr/",3.1,29
"Bayraklı Emlak Ofisi","0532 331 95 91","Adalet, 2084/8. Sk. No:32/D, Bayraklı","http://www.bayrakliemlakoto.com/",4,2
"Kroki Gayrimenkul Bornova Şubesi","(0232) 339 62 62","D:Kat:1 Daire:2 No:49, Mansuroğlu, Sakarya Cd., Bayraklı","",4.1,26
"REMAX BORNOVA / Osman Tezelli","0532 207 45 41","Kazımdirik, Mustafa Kemal Cd. Seniha Hanım Apt, Bornova","https://www.remax.com.tr/danisman/30525/osman-tezelli",5,30
"Irmak Emlak","(0232) 388 93 83","Manavkuyu, 237. Sk. No:3/D, Bayraklı","",4.8,6
"Görkem Emlak","0505 384 76 67","Kazımdirik Dinç Apt Mah. 186.Sokak D:No:9A, Bornova","https://gorkememlakizmir.sahibinden.com/",5,6
"Coldwell Banker MUSELAND Gayrimenkul Danışmanlık Hizmetleri","(0232) 348 19 19","Kazımdirik, 372. Sk. No:19, Bornova","https://www.museland.com.tr/",5,102
"Befican Emlak","(0232) 486 55 45","Rafet Paşa, 5158. Sk. No 16, Bornova","https://beficanemlak.sahibinden.com/",4.4,7
"İzmir Bornova Bayraklı Emlakçı Hikmet Kanat Gayrimenkul Danışmanı","0505 662 47 64","Kazımdirik, 283. Sk., Bornova","https://izmiremlakci.blogspot.com/",5,5
"SULTAN EMLAK 2","(0232) 347 36 96","No:6, Mansuroğlu, 273/5. Sk., Bayraklı","",5,1
"Elif Emlak","(0232) 374 63 53","Kazımdirik, 213. Sk., Bornova","https://www.hurriyetemlak.com/elif-emlak/izmir-bornova-kazimdirik/emlak-ofisleri/273XL907DW0=/DjCVhESiNJk=&new=1",4.5,4
"Ag Emlak Ofisi","(0232) 388 14 79","73. Sok. No:8/A(Ata Durağı A101 Karşısı, Bornova","",4.6,12
"Eto Emlak","0532 307 55 50","Mansuroğlu, 258. Sk. No: 7/A, Bayraklı","",5,1
"SAYGIN EMLAK","0554 380 09 45","CENGİZHAN CADDESİ, Gurur Sitesi NO:43 C/1, Bornova","",5,2
"EMLAK MADENİ","0532 274 58 91","Başak APT, Mansuroğlu, Haşim İşcan Cd. No:19 D:6, Bayraklı","",5,1
"Zeki & Günay Emlak Ofisi","(0232) 374 71 50","Kazımdirik, 159. Sk. No:30/A, Bornova","",5,1
"Bastem Emlak Immobilien","0555 004 44 24","Osmangazi, 616/3. Sk. No:7/A D:1, Bayraklı","https://www.bastememlak.com.tr/",4.9,46
"AMERİKAN EMLAK","(0232) 461 11 22","ATA PLAZA, Adalet, Manas Blv. No:44 kat3 daire8, Bayraklı","",2.9,55
"Üsküp Emlak Gayrimenkul Danışmanlığı","0554 734 11 34","Yıldırım Beyazıt, Yıldırım Beyazıt Cd. No:132/D, Bornova","https://yenikentemlak.sahibinden.com/",5,2
"EV-KUR Emlak Gayrimenkul pazarlama Ofisi","0532 466 82 04","Mansuroğlu, 222. Sk. 21/A, Bayraklı","",5,1
"Kayahan Emlak","(0232) 373 06 81","Kazımdirik, 194. Sk. No:38, Bornova","http://www.kayahanemlak.net/",4,4
"İnci Emlak Evka-4","0538 528 48 39","Evka 4, 1030. Sk. No:1/B, Bornova","https://www.emlakjet.com/emlak-ofisleri-detay/inci-emlak-gayrimenkul-528154/",4,4
"C Emlak","0554 727 31 70","Atatürk, 862. Sk. No: 11/B, Bornova","",5,2
"Kaya Emlak","(0232) 374 35 68","KAYA EMLAK, Kazımdirik, Zafer Cd. No:25 C, Bornova","",4.7,3
"FATİH ÇETİNER EMLAK GAYRİMENKUL DANIŞMANLIĞI","0505 634 03 27","VESTEL SOKAĞI, Şemikler, 6216. Sk. No:6/A, Karşıyaka","",4.9,118
"Serhan ÖZCAN Emlak Ofisi","0541 840 68 66","Yalı, 6485. Sk. No:8, Karşıyaka","http://www.serhanozcan.com/",4.9,18
"LİMİTSİZ Emlak / Gayrimenkul Danışmanlığı / immobilien İzmir","0541 293 56 45","Fikri Altay, 6227. Sk. No:1A, Karşıyaka","https://limtisizemlak.sahibinden.com/",4.9,161
"EZGİ EMEK EMLAK- GAYRİMENKUL DANIŞMANLIĞI","0534 574 14 80","İmbatlı, Karşıyaka","https://www.instagram.com/ezgiemeek?igsh=ajAxdGl3bnJ0bW1i&utm_source=qr",5,8
"VERi EMLAK - Alsancak Temsilciliği","0544 404 33 55","Kahramanlar, Akıncılar Cd. Sercan Bey Apt No:10/D, Konak","https://www.veriemlakalsancak.com/",4.8,53
"Veri Emlak","0544 464 33 55","Alsancak Mah. Kıbrıs Şehitleri Caddesi 1476, Alsancak, 1 Sokak No:7 K:1 D:102, Konak","http://www.veri.com.tr/",4.9,27
"Zengin Gayrimenkul","0546 415 05 62","Bostanlı, 1799. Sk. No:10/A, Karşıyaka","http://www.zengingayrimenkul.com/",4.8,18
"Mavişehir Emlakçı | Mavişehir Emlak Danışmanı | Mustafa ELGÜN","0543 726 17 08","Ahmet Cengiz Apt, Caher Dudayev Bulvarı, Yalı, 6436/2. Sk No:4 İç Kapı No:1, Karşıyaka","https://www.instagram.com/mustafaelgunreels/",5,18
"Omega Emlak","0552 285 51 51","Mimarsinan caddesi 2/1E Mimarsinan mahallesi, Alsancak, Konak","",4.9,63
"REALOFFICE GAYRİMENKUL","0552 320 23 30","Donanmacı, 1721. Sk. No:19 Daire:1, Karşıyaka","https://www.realofficetr.com.tr/",4.7,59
"Tarz İnşaat Emlak Ofisi","(0232) 372 84 40","Bahriye Üçok, Orhan Şaik Gökyay Cd. No:9/A, Karşıyaka","",5,1
"35 Real Estate","(0232) 300 35 35","Yalı, 6440/4. Sk. No:19/B, Karşıyaka","https://www.35emlak.com/",4.7,85
"Alba Emlak","(0232) 362 63 00","Şahin apt, Bostanlı, Cemal Gürsel Cd. no:510 K D:1 D:1, Karşıyaka","https://albaemlakinsaat.sahibinden.com/",5,3
"Startkey Muga Gayrimenkul","(0232) 364 13 21","Bostanlı, Muharrem Candaş Sk. No:68/C, Karşıyaka","http://www.startkey.com.tr/muga",5,35
"İlknur Yıldırım Gündüz Remax Best","0507 643 59 99","Şemikler, Ordu Blv 244/B, Karşıyaka","https://linktr.ee/ilknuremax",5,10
"İzmir Emlak Dünyası","0535 797 46 46","Alsancak, 1440. Sk. No:6, Konak","http://www.izmiremlakdunyasi.com/",5,14
"ATA CAN EMLAK GAYRİMENKUL","(0232) 381 23 81","Nergiz, 1775/3. Sk. 17/a, Karşıyaka","https://ataemlakofisiizmir.sahibinden.com/",4.7,70
"YALIN EMLAK OFİSİ","(0232) 336 13 35","Şemikler, 6276. Sk. No:21/2-A, Karşıyaka","",4.5,16
"CORDELIO REAL ESTATE | EMLAK OFİSİ","(0232) 229 09 12","Fazıl Bey Caddesi 1738 Sokak No 14/A Karşıyaka, Karşıyaka","",5,2
"My Ofis Emlak ve Yatirim - Myofis Real Estate","0544 465 18 47","1441 sokak 1 daire 303 Alsancak Kibris Sehitleri Street, Konak","",5,58
"Nil Emlak Gayrimenkul Danışmalık Ofisi","0507 605 36 15","7017 SOKAK, Gümüşpala, Eski PTT Sokağında NO:1/A, Bayraklı","https://www.nilemlak-izmir.com/",4.7,84
"Startkey Altunsu Gayrimenkul","(0232) 330 44 30","Kaptan Apt, Atakent, 6436/2. Sk No:2 D:8, Karşıyaka","https://startkey.com.tr/altunsu",5,126
"Okur Emlak","(0232) 421 39 99","Alsancak, Kıbrıs Şehitleri Cd. No:147, 35220, Konak","",5,2
"CD GAYRİMENKUL&YATIRIM","(0232) 362 44 62","Bostanlı, Cemal Gürsel Cd. No:506, Karşıyaka","http://www.cdgayrimenkulizm.com/",5,16
"Yaren Emlak","0532 516 13 92","Dedebaşı, Ordu Blv No: 76B, Karşıyaka","",5,4
"Denizim Emlak","(0232) 362 57 75","Bostanlı, Mimar Akif Kınay Sokağı 6-B, Karşıyaka","http://denizimemlakbostanl.sahibinden.com/",5,6
"Ucar Emlak","(0232) 369 81 71","Goncalar, 6007/3. Sk. 28/B, Karşıyaka","",4.4,26
"DİNÇER GAYRİMENKUL OFİSİ","0532 448 05 33","Dr. Mehmet Ziyaettin Ertemer Sk. (2008 Sok.) No:29/A Bostanlı Karşıyaka, Karşıyaka","http://www.dincergayrimenkul.com/",4.7,45
"Turpan Emlak","(0232) 323 41 41","Avlar Pasajı, Tuna, Kemal Paşa Cd. No:90 D:8, Karşıyaka","",5,2
"Yeni Yapı Emlak Danışma Bürosu","0535 391 68 58","Bostanlı, Hüseyin Yurttaş Sk. 11/B, Karşıyaka","https://www.hepsiemlak.com/emlak-ofisi/yeni-yapi-emlak-55208",5,2
"Cem GAYRİMENKUL","0532 462 14 40","Demirköprü, 6178. Sk. No:3, Karşıyaka","https://cemgayrimenkulbostanli.sahibinden.com/satilik-daire?sorting=date_desc",4.8,19
"MFU EMLAK","(0232) 336 16 16","Yalı, 6470/1. Sk. No:17/A, Karşıyaka","http://www.mfuemlak.com/",4.9,36
"Gür Emlak","0532 782 58 66","Bahriye Üçok, Bahriye Üçok Yeraltı Otoparkı, Karşıyaka","",4.6,25
"ARESTURK Gayrimenkul","(0232) 421 27 37","Kültür, 1388. Sk. No:4 D:201, Konak","http://www.aresturk.com.tr/",5,15
"İlkEylül Emlak","0532 460 92 43","Alaybey, 1675. Sk. 50 B, Karşıyaka","",5,2
"Aslan Gayrimenkul","(0232) 365 00 16","Örnekköy, Baş Pehlivan Karaali Cd. No: 11A, Karşıyaka","https://gyoaslangayrimenkul.sahibinden.com/",4.3,29
"Emlak Deryası","0533 138 42 96","Bostanlı, Bestekar Yusuf Nalkesen Sok. 6/a, Karşıyaka","",4.4,14
"NAR Aras Emlak","0530 780 58 44","Bahriye Üçok Mahallesi No:10/B, Karşıyaka","https://www.emlakjet.com/emlak-ofisleri-detay/nar-aras-emlak-1556032/",5,9
"Görkem Emlak","(0232) 372 32 05","Bahariye, Hidayet Erzeybek Cd. No: 19/A, Karşıyaka","https://karsiyakagorkememlak.sahibinden.com/",5,3
"Kahan Property Ltd.","(0232) 363 01 11","Soğukkuyu, Girne Blv No: 234 C, Bayraklı","http://www.kahangayrimenkul.com/",4.1,69
"Dialog Oksijen Gayrimenkul","0530 828 27 96","İmbatlı, Baş Pehlivan Karaali Cd. No:19G, Karşıyaka","",4.4,20
"Arma Gayrimenkul","","Bostanlı, 1735. Sk. no: 194 A, Karşıyaka","http://www.armagayrimenkul.net/",4.4,22
"Startkey Yalı Gayrimenkul","(0232) 364 66 66","Akkum Apartmanı Nikah Sarayı Karşısı, Aksoy, Cemal Gürsel Cd. No: 384/C, Karşıyaka","https://www.startkey.com.tr/yali",4.3,33
"9 Eylül Emlak","0532 156 16 09","Yalı, 6407. Sk. NO: 5/A, Karşıyaka","http://www.9eylulemlak.com.tr/",4.1,15
"ÖZLER EMLAK","(0232) 336 15 35","Atakent, 2034. Sk. 30 B, Karşıyaka","https://ozleremlak35.sahibinden.com/",4.5,22
"Suat Emlak","(0232) 323 02 22","Aksoy, 1780/2. Sk. No:14/B, Karşıyaka","http://www.suatemlaktan.com/",4.3,15
"Şen Emlak Bürosu","(0232) 337 03 37","Bostanlı, 6349 Sok No.14/B, Karşıyaka","https://senemlakkarsiyaka.sahibinden.com/",5,1
"Saygin Gayrimenkul","0532 364 90 19","Bahçelievler, Cevdet Bilsay Cd. No:111, Karşıyaka","",5,33
"ViP Gayrimenkul","0532 492 60 35","Fikri Altay, Karşıyaka","",4.5,17
"Demet Emlak","(0232) 464 16 86","Cumhuriyet Bulvarı, Alsancak, 1482. Sokak No:1/1A, Konak","http://www.demetemlak.net/",4.7,13
"Kayaoğlu Gayrimenkul","0507 497 63 93","Örnekköy, 1847/6. Sk. No:43\\A, Karşıyaka","",4.9,67
"Salman Gayrimenkul","(0232) 382 19 19","Örnekköy, 1847. Sk. No:22A, Karşıyaka","http://www.salmangayrimenkul.com/",4.5,39
"Ra Emlak","(0232) 381 22 99","Ra Grup, sok no:71, Bahriye Üçok, 1879/3. Sk., Karşıyaka","http://www.ragrup.com/",4.3,33
"Şirin Emlak","0542 233 42 43","Bahriye Üçok, Berin Taşan Sk No:52/A, Karşıyaka","https://www.hepsiemlak.com/emlak-ofisi/sirin-emlak-3562",4.3,12
"Kanıt Emlak","(0232) 361 31 36","Zübeyde Hanım, 7532. Sk. Elit Sitesi, Karşıyaka","",4.3,35
"Candan Emlak","(0232) 366 82 77","Bahçelievler, Doç. Dr. Bahriye Üçok Blv. No: 63, Karşıyaka","",3.3,3
"Turyap Bostanlı Temsilciliği","(0232) 218 18 10","Bostanlı, Cemal Bülbül Sk. No:20 Kat:2, Karşıyaka","https://www.turyap.com.tr/izmirbostanli",4.6,16
"Güvence Gayrimenkul Emlak","(0232) 367 00 00","Örnekköy, 7451. Sk. 2/A, Karşıyaka","",4.4,7
"Manisalı Emlak 2","0532 237 45 95","Yalı, 6439. Sk. No:53/a, Karşıyaka","https://samidinlerinsaat.sahibinden.com/",4.5,94
"Bostanli Emlak","(0232) 336 36 36","Bostanlı, Cemal Gürsel Cd. No:97, Karşıyaka","http://www.bostanliemlak.com.tr/",3.6,14
"Uçan Emlak&Gayrimenkul","(0232) 438 33 13","Çamlık, Onat Cd. No:191/B, Buca","https://www.emlakjet.com/emlak-ofisleri-detay/ucan-emlak-444768/",4.9,484
"Üçyol Emlak İnşaat","(0232) 227 40 40","Altıntaş, İnönü Cd. No:108/A, Konak","https://www.hepsiemlak.com/emlak-ofisi/ucyol-gayrimenkul-9709",4.6,85
"Şans Emlak","0532 744 20 14","Çamlık, Fevzi Çakmak Cd. No: 135\\1-a, Buca","http://sans.sahibinden.com/",4.8,38
"ELİT EMLAK YEŞİLYURT","0532 318 20 32","Esenlik, 9037. Sk. No:2-A, Karabağlar","http://www.yesilyurtelitemlak.com/",5,31
"Yeni̇ Adresi̇n Gayri̇menkul","0536 330 41 00","Maliyeciler, Polat Cd. No:203/B, Karabağlar","",4.9,199
"Turpa Göztepe Emlak Ofisi","0555 023 64 74","Göztepe, 100/1. Sk. 29 A, Konak","",5,4
"3 Yıldız Emlak Gayrimenkul ve Yatırım Danışmanlığı","(0232) 426 00 26","Ufuk, İstiklal Cd. 40/A, Buca","",4.9,44
"Arga Emlak","(0232) 252 22 18","Yenigün, 254. Sk. No: 16/ A, Buca","http://wwwargaemlak.com/",4.9,126
"Sertan Emlak","0554 744 01 74","Efeler, Forbes Sk. No:103/B, Buca","http://www.sertanemlak.com/",5,16
"Güzelyalı Urla Emlakçı - Turpa Emlak - Orkun Topuz","0553 331 97 05","Göztepe, 98. Sk. No:24 D:35290, 35320, Konak","https://arsaevalimsatim.com/",5,4
"M. Gökçen Emlak Ofisi","(0232) 742 60 60","Tınaztepe, 565. Sk. No:27, Konak","",5,1
"Tepe Emlak","(0232) 446 89 87","Karataş, Turgut Reis, Mithatpaşa Cd. No:388/b, Konak","http://tepeemlakgayrimenkul.sahibinden.com/",5,11
"EKİNCİ EMLAK","0506 372 66 32","Barış, 347. Sk No: 95/A, Buca","http://ekinciemlakbuca.sahibinden.com/",5,17
"Güzelyali Real Estate","0535 959 08 35","Güzelyalı, Mithat Paşa Cad. Faik Bey Durağı 1030/A, Konak","",4.5,79
"Cloud Real Estate BUCA","(0232) 487 67 02","Çevik Bir Meydanı Uğur Mumcu Cad. 264 sok. No:93, Buca","https://bulutemlakofisi.sahibinden.com/",4.7,23
"Emlak Shop İzmir","0533 701 08 42","Kozağaç, 223. Sk. No:6, Buca","http://emlakshopizmir.sahibinden.com/",4.8,65
"Altun Emlak İzmir","(0232) 250 11 50","Uluönder Caddesi No: 47/D Yeşilyurt, Reis, Karabağlar","https://altunemlak.sahibinden.com/",4.4,51
"Mavi Egeli Emlak","0532 641 68 29","Vatan, Mızraklı Cd. 116 A, Karabağlar","",5,8
"Şirinyer Real Estate","(0232) 452 93 05","Yiğitler, Buca","",4.3,3
"Altıner Emlak","(0232) 227 57 45","Barbaros, 351. Sk. 68 A, Konak","",5,1
"İlhan Emlak","0532 494 50 00","Piri Reis, İnönü Cd. D:234/D, Konak","http://www.ilhanemlak.com/",4.3,67
"Zengin İnşaat & Gayrimenkul","0535 346 91 87","Atilla, 474. Sk. 52/B, Konak","https://www.zengingayrimenkulinsaat.com/",3.2,13
"ALTIN ANAHTAR EMLAK-1","0533 579 44 49","YAVUZ APARTMANI, Basın Sitesi, Polat Cd. NO:186/B, Karabağlar","",4.7,14
"Baser Emlak","(0232) 487 51 50","Akıncılar, Buca","",4.8,6
"Vatan Gayrimenkul Yatırım Danışmanlık","(0232) 255 22 55","Mahallesi, Kılıç Reis, İnönü Cd. No:194 D:E, Konak","http://www.vatangayrimenkul.com.tr/",4.5,47
"Park Emlak","0507 224 25 60","Piri Reis, İnönü Cd. No:234 D:E, Konak","http://www.parkemlak.com/",4.5,23
"Uslu Soybaş Emlak & Gayrımenkul","0532 375 87 33","Yavuz Selim, Piri Reis Cd. NO:50A, Konak","https://www.facebook.com/tlguslu/?hc_ref=ARSrnyoZvfrJ2woZwhWcxSZcvgatiAfCLTHTomhxjYFV9VaphRKWDSwcIXR-ryIldQQ",2.5,4
"Çiçek Emlak","0555 888 35 63","Gülyaka, Eski İzmir Cd. 286A, Karabağlar","https://izmircicekemlak.sahibinden.com/",4.2,5
"Âlâ Emlak Ofisi","(0232) 232 29 66","Murat Reis, Şht. Ceysu Ceylan Sk. 70A, Konak","https://alaemlak.sahibinden.com/",4.3,20
"Kent Emlak","0532 684 65 72","B, Menderes, Erdem Cd. No:143, Buca Organize Sanayi Bölgesi/Buca","",3.9,34
"Aslan Emlak","(0232) 261 55 44","Bahçelievler, Ali Rıza Avni Blv No:10, Karabağlar","http://www.aslanemlak.net/",4.5,12
"Em-as Emlak","0534 399 77 79","Kılıç Reis, 304. Sk. 66 B, Konak","",4.5,2
"Bıyık Emlak","(0232) 226 01 60","Bozyaka, 3055. Sk. 21/B, Karabağlar","",5,3
"Uğur Emlak","0533 282 27 36","Metin Oktay, 108/4. Sk. 4/B, Hıfsızsıha","",3.7,9
"Emel Emlak","(0232) 232 48 48","Basın Sitesi, Şht. Ceysu Ceylan Sk. No:124, Karabağlar","http://emelemlakk.sahibinden.com/",5,24
"Metin Emlak","(0232) 232 22 32","Murat Reis, İnönü Cd. No: 272/1, Konak","http://www.metinemlak.com.tr/",3.7,60
"Uçan Emlak","0532 640 35 20","Vatan, Polat Cd. 49 A, Karabağlar","https://ucanemlakizmir.sahibinden.com/",4.3,32
"Adali Emlak","(0232) 231 95 99","Arap Hasan, Gazeteci Hasan Tahsin Cd. NO:98/A, Karabağlar","",4.1,15
"Alican Emlak","(0232) 487 56 30","Vali Rahmi Bey, Mah, 298. Sk. No:7/B, Buca","",4.6,5
"ASLI EMLAK","0535 888 12 70","Kazım Karabekir, 9022. Sk. 77 A, Karabağlar","https://asliemlak63.sahibinden.com/",5,3
"Almira Emlak","0543 468 71 66","Piri Reis, 285. Sk. 33 C, Konak","",4.7,59
"Aksoy Emlak","0535 284 16 61","Hürriyet, 469. Sk. No:10/B, Buca","https://www.hurriyetemlak.com/emlak-ofisi/aksoy-emlak-32694",5,3
"Ada Line Emlak","0532 490 37 09","Güzelyalı, 55. Sk. No:3 D:B, Konak","",5,3
"Asansor Emlak","0531 521 15 17","kılıç reis mahallesi Halil Rıfat Paşa Cad, Kılıç Reis, mahallesi no:307/A, Konak","https://asansoremlakgayrimenkul.sahibinden.com/",4.3,35
"Okan Emlak Musavirligi","(0232) 448 15 51","Efeler, Barbaros Hayrettin Paşa Cd. 11/A, Buca","",5,7
"izmir üçyol TURYAP","(0232) 262 53 54","inönü caddesi no : 174 üçyol Apartmanı kat:1 Da:1 Altıntaş/Konak, Konak","",4.3,15
"Ata Emlak","(0232) 426 80 80","Hürriyet, 465. Sk. No: 1/A, Buca","",4.2,9
"Öğretmen Emlak","(0232) 255 91 07","Reis, Ordu Cd. 44 B, Karabağlar","",3.7,100
"Japonyalı Emlak - Ümit Sevinç","(0232) 446 54 56","Çankaya, Mithatpaşa Cd. No:782, Konak","http://www.umitsevinc.com/",4.4,47
"Emlakçıoğlu İnşaat & Gayrımenkul","(0232) 250 55 51","Üçyol, Kılıç Reis, 329. Sk. No: 13/A, Konak","https://ilhanemlakcioglu.sahibinden.com/",5,14
"Baygün Emlak","0554 518 26 02","Selvili, 4019/2. Sk. No:13/c, Karabağlar","https://baygunemlak.sahibinden.com/",4.9,73
"Beyaz Emlak Buca","0532 227 82 87","Buca Koop., 1403. Sk. No: 3/B, Buca","http://www.beyazemlakbuca.com/",4.8,92
"TÜTÜ İNŞAAT & MÜHENDİSLİK GAYRİMENKUL VE YATIRIM DANIŞMANLIĞI","0535 417 11 21","Yıldız, 206/38. Sk. No:39, Buca","https://tutugayrimenkul.sahibinden.com/",4.8,83
"Keller Williams / Cemil Adalı Gayrimenkul Danışmanlık","0507 393 35 53","Buca Koop., 1412. Sk. No:7, Buca","",5,123
"ÇALIŞKAN GAYRİMENKUL","0534 654 19 05","Aydın, 4274. Sk. No:44 D:1A, Karabağlar","https://banaozel.sahibinden.com/magazam/icerik",4.9,170
"Zengin İnşaat &Gayrimenkul Buca","0539 604 26 44","Atatürk, 204/2. Sk., Buca","",5,1
"Kesgin Emlak","","Selvili, Şht. Pilot Volkan Koçyiğit Blv no:64/C, Karabağlar","",4.9,7
"Desen Gayrimenkul Emlak & Yatırım Danışmanlığı","0553 276 73 43","Güven, Menderes Cd. 334 A, Buca","",5,4
"Sannora Emlak","(0232) 261 04 05","Bahçelievler, 501. Sk. 47/A, Karabağlar","",5,3
"İzkey","(0232) 453 35 15","Kuruçeşme, 203/30. Sk. no3 A, Buca","http://www.izkey.com.tr/",4.6,32
"Nezirler Emlak İnşaat","","Adatepe, 30. Sk. No:41, Buca","",4.5,11
"CEYHAN NEZİR EMLAK İNŞAAT","0537 882 82 56","Efeler, Buca","http://epaceyhannezir.com/",5,19
"Buca Emlak","0552 637 01 35","Buca Koop., 200/17. Sk. No: 50/A, Buca","https://bucagayrimenkul.com/",4.7,15
"Burda Emlak - Buca Emlak Ofisi","(0232) 275 25 25","Fırat, 647/7. Sk. NO:2/A, Buca","",3.8,24
"Balım Emlak Buca","0533 230 99 51","Efeler, Buca","",5,1
"Antre Emlak Gayrimenkul Danışmanlığı","(0232) 261 27 62","Bahçelievler, Ali Rıza Avni Blv No:64/A, Karabağlar","http://www.antreemlak.com.tr/",5,9
"Renax Group Gayrimenkul","0532 176 90 08","Kuruçeşme, 205/47 Sokak No:1/1, Buca","",4.8,107
